IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.237.95.146,2086,FALSE,SIN,Asia Pacific,Singapore,262 ms,9303 kB/s
8.218.65.237,8080,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,9213 kB/s
8.210.107.246,80,FALSE,HKG,Asia Pacific,Hong Kong,62 ms,9175 kB/s
47.236.168.17,8880,FALSE,SIN,Asia Pacific,Singapore,263 ms,9018 kB/s
47.237.95.146,2052,FALSE,SIN,Asia Pacific,Singapore,222 ms,8914 kB/s
47.236.170.54,2082,FALSE,SIN,Asia Pacific,Singapore,238 ms,8900 kB/s
47.236.171.205,2052,FALSE,SIN,Asia Pacific,Singapore,230 ms,8664 kB/s
47.238.6.102,2082,FALSE,HKG,Asia Pacific,Hong Kong,56 ms,8615 kB/s
8.218.201.73,2052,FALSE,HKG,Asia Pacific,Hong Kong,59 ms,8539 kB/s
8.217.251.62,2052,FALSE,HKG,Asia Pacific,Hong Kong,62 ms,8284 kB/s
47.237.14.220,8880,FALSE,SIN,Asia Pacific,Singapore,239 ms,8263 kB/s
47.237.84.173,80,FALSE,SIN,Asia Pacific,Singapore,222 ms,8235 kB/s
47.236.164.215,8880,FALSE,SIN,Asia Pacific,Singapore,233 ms,8218 kB/s
8.218.181.189,2082,FALSE,HKG,Asia Pacific,Hong Kong,57 ms,8074 kB/s
8.222.214.231,2086,FALSE,SIN,Asia Pacific,Singapore,248 ms,8069 kB/s
8.218.188.129,2082,FALSE,HKG,Asia Pacific,Hong Kong,57 ms,7922 kB/s
8.218.201.73,2082,FALSE,HKG,Asia Pacific,Hong Kong,63 ms,7841 kB/s
8.218.181.189,2052,FALSE,HKG,Asia Pacific,Hong Kong,58 ms,7601 kB/s
47.236.168.17,2052,FALSE,SIN,Asia Pacific,Singapore,225 ms,7311 kB/s
47.236.167.231,8080,FALSE,SIN,Asia Pacific,Singapore,236 ms,7118 kB/s
8.217.251.62,2082,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,7113 kB/s
47.236.169.164,2052,FALSE,SIN,Asia Pacific,Singapore,240 ms,7096 kB/s
47.238.6.102,2095,FALSE,HKG,Asia Pacific,Hong Kong,55 ms,7094 kB/s
47.236.169.15,2086,FALSE,SIN,Asia Pacific,Singapore,234 ms,7067 kB/s
47.236.144.208,8880,FALSE,SIN,Asia Pacific,Singapore,304 ms,7061 kB/s
47.236.144.48,80,FALSE,SIN,Asia Pacific,Singapore,235 ms,7006 kB/s
47.236.169.15,2095,FALSE,SIN,Asia Pacific,Singapore,233 ms,6991 kB/s
47.236.171.205,80,FALSE,SIN,Asia Pacific,Singapore,238 ms,6970 kB/s
8.219.86.200,2086,FALSE,SIN,Asia Pacific,Singapore,235 ms,6885 kB/s
8.218.207.169,2052,FALSE,HKG,Asia Pacific,Hong Kong,65 ms,6877 kB/s
8.217.149.28,2082,FALSE,HKG,Asia Pacific,Hong Kong,62 ms,6849 kB/s
8.218.188.129,2052,FALSE,HKG,Asia Pacific,Hong Kong,58 ms,6839 kB/s
47.236.150.13,8880,FALSE,SIN,Asia Pacific,Singapore,218 ms,6821 kB/s
47.236.149.107,2095,FALSE,SIN,Asia Pacific,Singapore,232 ms,6815 kB/s
47.237.100.206,2095,FALSE,SIN,Asia Pacific,Singapore,246 ms,6808 kB/s
47.237.95.146,2095,FALSE,SIN,Asia Pacific,Singapore,233 ms,6790 kB/s
47.236.170.54,2086,FALSE,SIN,Asia Pacific,Singapore,227 ms,6763 kB/s
47.236.180.51,2086,FALSE,SIN,Asia Pacific,Singapore,232 ms,6745 kB/s
47.236.164.215,8080,FALSE,SIN,Asia Pacific,Singapore,230 ms,6738 kB/s
47.236.205.188,80,FALSE,SIN,Asia Pacific,Singapore,246 ms,6720 kB/s
47.236.146.249,8880,FALSE,SIN,Asia Pacific,Singapore,238 ms,6670 kB/s
47.236.83.239,2052,FALSE,SIN,Asia Pacific,Singapore,231 ms,6611 kB/s
47.236.10.182,8080,FALSE,SIN,Asia Pacific,Singapore,222 ms,6597 kB/s
47.236.254.120,8080,FALSE,SIN,Asia Pacific,Singapore,250 ms,6581 kB/s
47.237.82.15,8880,FALSE,SIN,Asia Pacific,Singapore,233 ms,6569 kB/s
47.236.169.141,8880,FALSE,SIN,Asia Pacific,Singapore,231 ms,6568 kB/s
47.236.174.206,2086,FALSE,SIN,Asia Pacific,Singapore,226 ms,6559 kB/s
47.236.80.110,8080,FALSE,SIN,Asia Pacific,Singapore,228 ms,6520 kB/s
47.236.172.71,8880,FALSE,SIN,Asia Pacific,Singapore,241 ms,6508 kB/s
47.236.150.13,2082,FALSE,SIN,Asia Pacific,Singapore,237 ms,6506 kB/s
47.236.166.131,2052,FALSE,SIN,Asia Pacific,Singapore,229 ms,6494 kB/s
47.237.81.112,2052,FALSE,SIN,Asia Pacific,Singapore,215 ms,6490 kB/s
47.236.102.102,8080,FALSE,SIN,Asia Pacific,Singapore,220 ms,6486 kB/s
47.236.165.25,2082,FALSE,SIN,Asia Pacific,Singapore,216 ms,6469 kB/s
47.236.146.249,80,FALSE,SIN,Asia Pacific,Singapore,226 ms,6462 kB/s
8.218.207.169,2082,FALSE,HKG,Asia Pacific,Hong Kong,55 ms,6458 kB/s
47.236.5.223,2052,FALSE,SIN,Asia Pacific,Singapore,223 ms,6443 kB/s
47.236.174.206,2082,FALSE,SIN,Asia Pacific,Singapore,221 ms,6385 kB/s
47.236.172.95,2082,FALSE,SIN,Asia Pacific,Singapore,236 ms,6383 kB/s
47.236.10.182,2082,FALSE,SIN,Asia Pacific,Singapore,222 ms,6373 kB/s
47.236.253.41,80,FALSE,SIN,Asia Pacific,Singapore,240 ms,6368 kB/s
8.222.214.231,2082,FALSE,SIN,Asia Pacific,Singapore,218 ms,6341 kB/s
47.236.97.90,2082,FALSE,SIN,Asia Pacific,Singapore,227 ms,6331 kB/s
47.236.169.15,8880,FALSE,SIN,Asia Pacific,Singapore,228 ms,6304 kB/s
47.236.10.100,8880,FALSE,SIN,Asia Pacific,Singapore,228 ms,6298 kB/s
8.222.174.108,2052,FALSE,SIN,Asia Pacific,Singapore,235 ms,6277 kB/s
8.219.40.37,8080,FALSE,SIN,Asia Pacific,Singapore,220 ms,6265 kB/s
47.236.205.188,2086,FALSE,SIN,Asia Pacific,Singapore,233 ms,6247 kB/s
47.236.169.141,2052,FALSE,SIN,Asia Pacific,Singapore,221 ms,6212 kB/s
47.237.100.206,2082,FALSE,SIN,Asia Pacific,Singapore,224 ms,6177 kB/s
8.219.202.130,2082,FALSE,SIN,Asia Pacific,Singapore,219 ms,6175 kB/s
47.236.172.71,2082,FALSE,SIN,Asia Pacific,Singapore,229 ms,6174 kB/s
47.236.80.110,2082,FALSE,SIN,Asia Pacific,Singapore,237 ms,6172 kB/s
47.236.169.15,8080,FALSE,SIN,Asia Pacific,Singapore,231 ms,6159 kB/s
47.236.172.71,80,FALSE,SIN,Asia Pacific,Singapore,238 ms,6148 kB/s
8.222.214.231,2052,FALSE,SIN,Asia Pacific,Singapore,236 ms,6141 kB/s
47.236.169.164,80,FALSE,SIN,Asia Pacific,Singapore,222 ms,6140 kB/s
47.236.104.11,2082,FALSE,SIN,Asia Pacific,Singapore,250 ms,6137 kB/s
8.219.202.130,80,FALSE,SIN,Asia Pacific,Singapore,221 ms,6122 kB/s
47.236.144.196,2095,FALSE,SIN,Asia Pacific,Singapore,237 ms,6120 kB/s
47.236.118.216,80,FALSE,SIN,Asia Pacific,Singapore,222 ms,6116 kB/s
8.219.40.37,80,FALSE,SIN,Asia Pacific,Singapore,247 ms,6106 kB/s
8.219.113.232,2095,FALSE,SIN,Asia Pacific,Singapore,240 ms,6094 kB/s
47.236.123.133,80,FALSE,SIN,Asia Pacific,Singapore,230 ms,6091 kB/s
47.237.84.173,2082,FALSE,SIN,Asia Pacific,Singapore,239 ms,6086 kB/s
47.236.80.110,2052,FALSE,SIN,Asia Pacific,Singapore,230 ms,6082 kB/s
47.236.10.182,8880,FALSE,SIN,Asia Pacific,Singapore,221 ms,6076 kB/s
47.236.146.249,2086,FALSE,SIN,Asia Pacific,Singapore,221 ms,6056 kB/s
47.236.167.231,8880,FALSE,SIN,Asia Pacific,Singapore,260 ms,6038 kB/s
8.219.100.168,8880,FALSE,SIN,Asia Pacific,Singapore,236 ms,6014 kB/s
47.238.6.102,2086,FALSE,HKG,Asia Pacific,Hong Kong,57 ms,6002 kB/s
47.236.168.17,2082,FALSE,SIN,Asia Pacific,Singapore,229 ms,5992 kB/s
47.236.144.208,2095,FALSE,SIN,Asia Pacific,Singapore,232 ms,5991 kB/s
47.236.170.225,2086,FALSE,SIN,Asia Pacific,Singapore,226 ms,5965 kB/s
47.236.75.113,8880,FALSE,SIN,Asia Pacific,Singapore,236 ms,5952 kB/s
47.237.95.146,8080,FALSE,SIN,Asia Pacific,Singapore,229 ms,5940 kB/s
47.236.150.13,2052,FALSE,SIN,Asia Pacific,Singapore,241 ms,5928 kB/s
47.236.158.158,2095,FALSE,SIN,Asia Pacific,Singapore,224 ms,5923 kB/s
47.236.75.113,2095,FALSE,SIN,Asia Pacific,Singapore,256 ms,5908 kB/s
47.236.169.141,8080,FALSE,SIN,Asia Pacific,Singapore,229 ms,5903 kB/s
47.237.100.206,8080,FALSE,SIN,Asia Pacific,Singapore,284 ms,5887 kB/s
47.237.95.140,2086,FALSE,SIN,Asia Pacific,Singapore,231 ms,5878 kB/s
47.236.172.95,2086,FALSE,SIN,Asia Pacific,Singapore,219 ms,5873 kB/s
47.236.164.215,80,FALSE,SIN,Asia Pacific,Singapore,224 ms,5863 kB/s
47.236.171.205,2082,FALSE,SIN,Asia Pacific,Singapore,226 ms,5851 kB/s
47.242.36.78,8880,FALSE,HKG,Asia Pacific,Hong Kong,65 ms,5847 kB/s
47.236.9.152,2082,FALSE,SIN,Asia Pacific,Singapore,231 ms,5839 kB/s
47.237.82.15,2086,FALSE,SIN,Asia Pacific,Singapore,225 ms,5829 kB/s
47.236.172.71,8080,FALSE,SIN,Asia Pacific,Singapore,236 ms,5826 kB/s
47.236.123.133,2082,FALSE,SIN,Asia Pacific,Singapore,245 ms,5823 kB/s
47.237.81.112,8080,FALSE,SIN,Asia Pacific,Singapore,235 ms,5820 kB/s
47.236.144.48,8080,FALSE,SIN,Asia Pacific,Singapore,224 ms,5810 kB/s
47.236.17.193,80,FALSE,SIN,Asia Pacific,Singapore,226 ms,5798 kB/s
47.237.94.140,80,FALSE,SIN,Asia Pacific,Singapore,229 ms,5759 kB/s
47.237.8.82,2095,FALSE,SIN,Asia Pacific,Singapore,251 ms,5751 kB/s
47.236.104.11,2086,FALSE,SIN,Asia Pacific,Singapore,224 ms,5736 kB/s
47.236.144.48,8880,FALSE,SIN,Asia Pacific,Singapore,235 ms,5732 kB/s
47.236.9.152,8080,FALSE,SIN,Asia Pacific,Singapore,244 ms,5724 kB/s
47.236.180.51,8880,FALSE,SIN,Asia Pacific,Singapore,306 ms,5718 kB/s
47.237.82.15,2082,FALSE,SIN,Asia Pacific,Singapore,223 ms,5706 kB/s
47.236.17.193,2086,FALSE,SIN,Asia Pacific,Singapore,224 ms,5686 kB/s
47.237.92.26,80,FALSE,SIN,Asia Pacific,Singapore,231 ms,5679 kB/s
47.236.172.71,2052,FALSE,SIN,Asia Pacific,Singapore,225 ms,5678 kB/s
8.219.42.72,2052,FALSE,SIN,Asia Pacific,Singapore,247 ms,5668 kB/s
47.237.81.112,8880,FALSE,SIN,Asia Pacific,Singapore,219 ms,5657 kB/s
47.236.174.206,8080,FALSE,SIN,Asia Pacific,Singapore,222 ms,5651 kB/s
47.236.172.71,2086,FALSE,SIN,Asia Pacific,Singapore,214 ms,5643 kB/s
47.245.86.230,8080,FALSE,SIN,Asia Pacific,Singapore,231 ms,5615 kB/s
47.236.5.223,2086,FALSE,SIN,Asia Pacific,Singapore,227 ms,5594 kB/s
47.237.8.82,8880,FALSE,SIN,Asia Pacific,Singapore,231 ms,5587 kB/s
47.236.165.25,8880,FALSE,SIN,Asia Pacific,Singapore,222 ms,5586 kB/s
47.242.36.78,2086,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,5575 kB/s
47.236.168.17,80,FALSE,SIN,Asia Pacific,Singapore,235 ms,5569 kB/s
47.237.8.82,2052,FALSE,SIN,Asia Pacific,Singapore,236 ms,5565 kB/s
47.236.121.23,2095,FALSE,SIN,Asia Pacific,Singapore,238 ms,5555 kB/s
47.236.9.152,80,FALSE,SIN,Asia Pacific,Singapore,237 ms,5545 kB/s
47.236.166.131,8880,FALSE,SIN,Asia Pacific,Singapore,228 ms,5542 kB/s
47.236.121.23,2082,FALSE,SIN,Asia Pacific,Singapore,231 ms,5537 kB/s
47.237.11.182,2086,FALSE,SIN,Asia Pacific,Singapore,238 ms,5527 kB/s
47.236.166.131,2086,FALSE,SIN,Asia Pacific,Singapore,225 ms,5523 kB/s
47.237.83.20,80,FALSE,SIN,Asia Pacific,Singapore,249 ms,5520 kB/s
47.236.146.249,2082,FALSE,SIN,Asia Pacific,Singapore,224 ms,5519 kB/s
47.236.87.246,2082,FALSE,SIN,Asia Pacific,Singapore,210 ms,5510 kB/s
47.236.144.196,2052,FALSE,SIN,Asia Pacific,Singapore,220 ms,5510 kB/s
47.236.144.156,2082,FALSE,SIN,Asia Pacific,Singapore,230 ms,5477 kB/s
47.236.167.231,2082,FALSE,SIN,Asia Pacific,Singapore,224 ms,5475 kB/s
47.236.5.223,80,FALSE,SIN,Asia Pacific,Singapore,243 ms,5458 kB/s
47.238.6.102,2052,FALSE,HKG,Asia Pacific,Hong Kong,62 ms,5457 kB/s
47.236.205.188,8080,FALSE,SIN,Asia Pacific,Singapore,225 ms,5454 kB/s
8.219.113.232,2052,FALSE,SIN,Asia Pacific,Singapore,227 ms,5446 kB/s
47.236.144.208,80,FALSE,SIN,Asia Pacific,Singapore,211 ms,5436 kB/s
8.219.161.129,2082,FALSE,SIN,Asia Pacific,Singapore,241 ms,5435 kB/s
47.237.86.185,8880,FALSE,SIN,Asia Pacific,Singapore,224 ms,5434 kB/s
47.236.93.176,8880,FALSE,SIN,Asia Pacific,Singapore,244 ms,5426 kB/s
47.236.117.48,2082,FALSE,SIN,Asia Pacific,Singapore,240 ms,5418 kB/s
47.236.149.107,80,FALSE,SIN,Asia Pacific,Singapore,246 ms,5407 kB/s
8.210.203.7,2052,FALSE,HKG,Asia Pacific,Hong Kong,67 ms,5390 kB/s
47.237.84.173,8880,FALSE,SIN,Asia Pacific,Singapore,232 ms,5386 kB/s
47.236.171.205,8080,FALSE,SIN,Asia Pacific,Singapore,225 ms,5382 kB/s
47.236.104.11,2095,FALSE,SIN,Asia Pacific,Singapore,240 ms,5372 kB/s
8.219.99.169,8880,FALSE,SIN,Asia Pacific,Singapore,236 ms,5371 kB/s
47.243.234.9,8880,FALSE,HKG,Asia Pacific,Hong Kong,60 ms,5371 kB/s
47.236.169.15,80,FALSE,SIN,Asia Pacific,Singapore,217 ms,5369 kB/s
47.237.82.15,2095,FALSE,SIN,Asia Pacific,Singapore,254 ms,5353 kB/s
47.236.117.48,2095,FALSE,SIN,Asia Pacific,Singapore,245 ms,5350 kB/s
47.236.166.131,2095,FALSE,SIN,Asia Pacific,Singapore,231 ms,5350 kB/s
47.236.165.25,2095,FALSE,SIN,Asia Pacific,Singapore,223 ms,5348 kB/s
8.222.134.170,2082,FALSE,SIN,Asia Pacific,Singapore,238 ms,5335 kB/s
47.237.10.1,2095,FALSE,SIN,Asia Pacific,Singapore,238 ms,5332 kB/s
47.236.165.25,2052,FALSE,SIN,Asia Pacific,Singapore,216 ms,5329 kB/s
47.236.149.107,2082,FALSE,SIN,Asia Pacific,Singapore,246 ms,5325 kB/s
47.236.17.193,2052,FALSE,SIN,Asia Pacific,Singapore,230 ms,5318 kB/s
47.236.172.95,8880,FALSE,SIN,Asia Pacific,Singapore,233 ms,5295 kB/s
47.237.11.182,2082,FALSE,SIN,Asia Pacific,Singapore,248 ms,5294 kB/s
47.237.95.13,80,FALSE,SIN,Asia Pacific,Singapore,240 ms,5291 kB/s
8.219.40.37,2082,FALSE,SIN,Asia Pacific,Singapore,249 ms,5286 kB/s
8.210.107.246,8880,FALSE,HKG,Asia Pacific,Hong Kong,63 ms,5283 kB/s
47.243.139.85,2082,FALSE,HKG,Asia Pacific,Hong Kong,55 ms,5276 kB/s
47.236.172.95,8080,FALSE,SIN,Asia Pacific,Singapore,237 ms,5263 kB/s
47.237.8.82,2082,FALSE,SIN,Asia Pacific,Singapore,238 ms,5262 kB/s
47.236.117.48,2086,FALSE,SIN,Asia Pacific,Singapore,232 ms,5255 kB/s
47.237.10.1,2052,FALSE,SIN,Asia Pacific,Singapore,223 ms,5252 kB/s
47.236.253.41,2095,FALSE,SIN,Asia Pacific,Singapore,225 ms,5252 kB/s
47.236.253.41,2086,FALSE,SIN,Asia Pacific,Singapore,287 ms,5245 kB/s
47.237.14.220,80,FALSE,SIN,Asia Pacific,Singapore,253 ms,5233 kB/s
8.222.134.170,8080,FALSE,SIN,Asia Pacific,Singapore,227 ms,5228 kB/s
47.237.83.20,2052,FALSE,SIN,Asia Pacific,Singapore,237 ms,5217 kB/s
47.236.164.215,2082,FALSE,SIN,Asia Pacific,Singapore,243 ms,5212 kB/s
47.236.254.120,80,FALSE,SIN,Asia Pacific,Singapore,244 ms,5208 kB/s
47.236.169.164,2086,FALSE,SIN,Asia Pacific,Singapore,238 ms,5208 kB/s
47.236.205.188,2095,FALSE,SIN,Asia Pacific,Singapore,233 ms,5204 kB/s
47.242.36.78,2082,FALSE,HKG,Asia Pacific,Hong Kong,60 ms,5200 kB/s
47.237.81.112,80,FALSE,SIN,Asia Pacific,Singapore,234 ms,5197 kB/s
47.236.17.193,2095,FALSE,SIN,Asia Pacific,Singapore,230 ms,5191 kB/s
8.219.113.232,80,FALSE,SIN,Asia Pacific,Singapore,219 ms,5187 kB/s
47.236.165.25,80,FALSE,SIN,Asia Pacific,Singapore,215 ms,5187 kB/s
47.236.97.90,8880,FALSE,SIN,Asia Pacific,Singapore,230 ms,5177 kB/s
47.236.121.23,80,FALSE,SIN,Asia Pacific,Singapore,230 ms,5175 kB/s
47.236.172.95,2095,FALSE,SIN,Asia Pacific,Singapore,250 ms,5172 kB/s
47.236.17.193,8880,FALSE,SIN,Asia Pacific,Singapore,239 ms,5166 kB/s
47.236.5.223,2095,FALSE,SIN,Asia Pacific,Singapore,230 ms,5162 kB/s
47.236.10.182,2095,FALSE,SIN,Asia Pacific,Singapore,269 ms,5158 kB/s
8.219.100.168,2082,FALSE,SIN,Asia Pacific,Singapore,226 ms,5130 kB/s
47.237.83.20,8880,FALSE,SIN,Asia Pacific,Singapore,229 ms,5122 kB/s
8.219.161.129,2086,FALSE,SIN,Asia Pacific,Singapore,222 ms,5109 kB/s
47.236.97.90,2052,FALSE,SIN,Asia Pacific,Singapore,223 ms,5105 kB/s
47.236.144.208,2086,FALSE,SIN,Asia Pacific,Singapore,228 ms,5100 kB/s
8.219.161.129,8080,FALSE,SIN,Asia Pacific,Singapore,231 ms,5088 kB/s
8.219.202.130,8880,FALSE,SIN,Asia Pacific,Singapore,232 ms,5086 kB/s
47.237.82.15,80,FALSE,SIN,Asia Pacific,Singapore,222 ms,5075 kB/s
47.236.165.25,2086,FALSE,SIN,Asia Pacific,Singapore,246 ms,5075 kB/s
8.219.99.169,2082,FALSE,SIN,Asia Pacific,Singapore,234 ms,5072 kB/s
8.219.40.37,2086,FALSE,SIN,Asia Pacific,Singapore,226 ms,5072 kB/s
47.236.170.54,8080,FALSE,SIN,Asia Pacific,Singapore,224 ms,5066 kB/s
47.236.144.48,2095,FALSE,SIN,Asia Pacific,Singapore,220 ms,5066 kB/s
47.236.167.231,2052,FALSE,SIN,Asia Pacific,Singapore,227 ms,5059 kB/s
47.237.83.20,2082,FALSE,SIN,Asia Pacific,Singapore,225 ms,5054 kB/s
47.236.144.48,2052,FALSE,SIN,Asia Pacific,Singapore,212 ms,5049 kB/s
47.237.86.185,2082,FALSE,SIN,Asia Pacific,Singapore,226 ms,5030 kB/s
47.237.81.112,2082,FALSE,SIN,Asia Pacific,Singapore,227 ms,5029 kB/s
47.236.117.48,2052,FALSE,SIN,Asia Pacific,Singapore,227 ms,5022 kB/s
47.236.144.156,80,FALSE,SIN,Asia Pacific,Singapore,242 ms,5018 kB/s
8.222.180.86,2082,FALSE,SIN,Asia Pacific,Singapore,224 ms,5016 kB/s
47.236.237.90,8880,FALSE,SIN,Asia Pacific,Singapore,232 ms,4998 kB/s
47.237.100.206,80,FALSE,SIN,Asia Pacific,Singapore,227 ms,4994 kB/s
47.236.165.25,8080,FALSE,SIN,Asia Pacific,Singapore,231 ms,4983 kB/s
47.236.104.11,8080,FALSE,SIN,Asia Pacific,Singapore,249 ms,4971 kB/s
47.237.84.173,2086,FALSE,SIN,Asia Pacific,Singapore,221 ms,4969 kB/s
47.236.254.120,2052,FALSE,SIN,Asia Pacific,Singapore,222 ms,4963 kB/s
8.219.113.232,2086,FALSE,SIN,Asia Pacific,Singapore,226 ms,4959 kB/s
47.236.144.156,2052,FALSE,SIN,Asia Pacific,Singapore,232 ms,4951 kB/s
8.222.193.65,2052,FALSE,SIN,Asia Pacific,Singapore,244 ms,4950 kB/s
47.236.166.131,8080,FALSE,SIN,Asia Pacific,Singapore,278 ms,4937 kB/s
47.236.87.246,2086,FALSE,SIN,Asia Pacific,Singapore,221 ms,4936 kB/s
47.236.87.246,2052,FALSE,SIN,Asia Pacific,Singapore,230 ms,4936 kB/s
47.236.254.120,8880,FALSE,SIN,Asia Pacific,Singapore,240 ms,4936 kB/s
47.236.75.113,2052,FALSE,SIN,Asia Pacific,Singapore,223 ms,4918 kB/s
47.237.14.220,2082,FALSE,SIN,Asia Pacific,Singapore,221 ms,4904 kB/s
47.237.83.20,2086,FALSE,SIN,Asia Pacific,Singapore,224 ms,4893 kB/s
47.236.144.156,2086,FALSE,SIN,Asia Pacific,Singapore,239 ms,4890 kB/s
47.236.172.95,2052,FALSE,SIN,Asia Pacific,Singapore,235 ms,4890 kB/s
47.236.169.141,2086,FALSE,SIN,Asia Pacific,Singapore,225 ms,4886 kB/s
47.236.169.141,80,FALSE,SIN,Asia Pacific,Singapore,228 ms,4882 kB/s
47.236.10.100,2086,FALSE,SIN,Asia Pacific,Singapore,263 ms,4882 kB/s
47.236.144.156,2095,FALSE,SIN,Asia Pacific,Singapore,219 ms,4874 kB/s
8.222.180.86,8080,FALSE,SIN,Asia Pacific,Singapore,247 ms,4872 kB/s
47.236.146.249,8080,FALSE,SIN,Asia Pacific,Singapore,230 ms,4866 kB/s
8.222.174.108,2086,FALSE,SIN,Asia Pacific,Singapore,221 ms,4856 kB/s
47.237.10.1,2082,FALSE,SIN,Asia Pacific,Singapore,238 ms,4844 kB/s
47.237.81.112,2095,FALSE,SIN,Asia Pacific,Singapore,231 ms,4821 kB/s
8.222.249.190,2086,FALSE,SIN,Asia Pacific,Singapore,224 ms,4817 kB/s
47.237.11.182,8080,FALSE,SIN,Asia Pacific,Singapore,238 ms,4811 kB/s
8.219.40.37,2052,FALSE,SIN,Asia Pacific,Singapore,250 ms,4798 kB/s
47.236.17.193,8080,FALSE,SIN,Asia Pacific,Singapore,231 ms,4786 kB/s
47.236.97.90,8080,FALSE,SIN,Asia Pacific,Singapore,244 ms,4783 kB/s
47.236.168.17,8080,FALSE,SIN,Asia Pacific,Singapore,233 ms,4782 kB/s
47.236.123.133,2095,FALSE,SIN,Asia Pacific,Singapore,244 ms,4770 kB/s
8.219.161.129,2095,FALSE,SIN,Asia Pacific,Singapore,238 ms,4767 kB/s
47.237.14.220,8080,FALSE,SIN,Asia Pacific,Singapore,233 ms,4767 kB/s
8.218.207.169,2095,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,4764 kB/s
8.219.113.232,8080,FALSE,SIN,Asia Pacific,Singapore,270 ms,4751 kB/s
47.236.149.107,8080,FALSE,SIN,Asia Pacific,Singapore,239 ms,4750 kB/s
8.219.113.232,8880,FALSE,SIN,Asia Pacific,Singapore,234 ms,4743 kB/s
47.236.180.51,2095,FALSE,SIN,Asia Pacific,Singapore,234 ms,4737 kB/s
47.236.144.156,8880,FALSE,SIN,Asia Pacific,Singapore,233 ms,4737 kB/s
47.236.180.51,2052,FALSE,SIN,Asia Pacific,Singapore,227 ms,4736 kB/s
47.236.150.13,8080,FALSE,SIN,Asia Pacific,Singapore,232 ms,4729 kB/s
47.236.171.205,2086,FALSE,SIN,Asia Pacific,Singapore,226 ms,4728 kB/s
47.236.97.90,80,FALSE,SIN,Asia Pacific,Singapore,240 ms,4726 kB/s
8.219.202.130,8080,FALSE,SIN,Asia Pacific,Singapore,225 ms,4723 kB/s
47.237.92.26,2052,FALSE,SIN,Asia Pacific,Singapore,224 ms,4700 kB/s
47.237.94.140,2082,FALSE,SIN,Asia Pacific,Singapore,296 ms,4700 kB/s
8.219.174.213,2082,FALSE,SIN,Asia Pacific,Singapore,238 ms,4700 kB/s
47.236.10.100,2095,FALSE,SIN,Asia Pacific,Singapore,239 ms,4689 kB/s
8.219.99.169,2052,FALSE,SIN,Asia Pacific,Singapore,221 ms,4682 kB/s
8.219.100.168,2052,FALSE,SIN,Asia Pacific,Singapore,247 ms,4680 kB/s
8.219.42.72,80,FALSE,SIN,Asia Pacific,Singapore,227 ms,4657 kB/s
47.237.100.206,8880,FALSE,SIN,Asia Pacific,Singapore,234 ms,4656 kB/s
47.237.10.1,8880,FALSE,SIN,Asia Pacific,Singapore,252 ms,4655 kB/s
47.245.86.230,80,FALSE,SIN,Asia Pacific,Singapore,234 ms,4655 kB/s
